,sbj,runtrial,run,stimx,answer,response,rt,correct,type,trial,f1,f2,f3,c,endacc,learner
1977,115,6,1,5,1,1.0,1170.0,1,exception,6,2,1,1,2,0.5,med
1978,115,7,1,1,0,0.0,1776.0,1,prototype,7,1,1,1,1,0.5,med
1979,115,8,1,6,0,1.0,1690.0,0,exception,8,2,2,1,1,0.5,med
1980,115,9,1,8,1,0.0,826.0,0,prototype,9,2,2,2,2,0.5,med
1981,115,10,1,8,1,1.0,1943.0,1,prototype,10,2,2,2,2,0.5,med
1982,115,11,1,8,1,1.0,1831.0,1,prototype,11,2,2,2,2,0.5,med
1983,115,12,1,1,0,1.0,1847.0,0,prototype,12,1,1,1,1,0.5,med
1984,115,13,1,1,0,0.0,1589.0,1,prototype,13,1,1,1,1,0.5,med
1985,115,14,1,7,1,1.0,713.0,1,rule follower,14,2,1,2,2,0.5,med
1986,115,15,1,1,0,0.0,1685.0,1,prototype,15,1,1,1,1,0.5,med
1987,115,16,1,8,1,0.0,1645.0,0,prototype,16,2,2,2,2,0.5,med
1988,115,17,1,3,0,1.0,1253.0,0,rule follower,17,1,1,2,1,0.5,med
1989,115,18,1,1,0,1.0,2717.0,0,prototype,18,1,1,1,1,0.5,med
1990,115,19,1,6,0,1.0,2482.0,0,exception,19,2,2,1,1,0.5,med
1991,115,20,1,4,1,0.0,2596.0,0,rule follower,20,1,2,2,2,0.5,med
1992,115,21,1,7,1,0.0,2018.0,0,rule follower,21,2,1,2,2,0.5,med
1993,115,22,1,5,1,1.0,735.0,1,exception,22,2,1,1,2,0.5,med
1994,115,23,1,2,0,1.0,2709.0,0,rule follower,23,1,2,1,1,0.5,med
1995,115,24,1,8,1,,,0,prototype,24,2,2,2,2,0.5,med
1996,115,1,2,2,0,1.0,2068.0,0,rule follower,25,1,2,1,1,0.5,med
1997,115,2,2,6,0,1.0,1599.0,0,exception,26,2,2,1,1,0.5,med
1998,115,3,2,7,1,1.0,1222.0,1,rule follower,27,2,1,2,2,0.5,med
1999,115,4,2,8,1,1.0,952.0,1,prototype,28,2,2,2,2,0.5,med
2000,115,5,2,3,0,0.0,821.0,1,rule follower,29,1,1,2,1,0.5,med
2001,115,6,2,8,1,1.0,1134.0,1,prototype,30,2,2,2,2,0.5,med
2002,115,7,2,1,0,0.0,1826.0,1,prototype,31,1,1,1,1,0.5,med
2003,115,8,2,6,0,1.0,1004.0,0,exception,32,2,2,1,1,0.5,med
2004,115,9,2,1,0,0.0,1245.0,1,prototype,33,1,1,1,1,0.5,med
2005,115,10,2,2,0,0.0,872.0,1,rule follower,34,1,2,1,1,0.5,med
2006,115,11,2,4,1,0.0,705.0,0,rule follower,35,1,2,2,2,0.5,med
2007,115,12,2,8,1,1.0,1842.0,1,prototype,36,2,2,2,2,0.5,med
2008,115,13,2,7,1,1.0,1537.0,1,rule follower,37,2,1,2,2,0.5,med
2009,115,14,2,5,1,1.0,930.0,1,exception,38,2,1,1,2,0.5,med
2010,115,15,2,4,1,0.0,871.0,0,rule follower,39,1,2,2,2,0.5,med
2011,115,16,2,8,1,0.0,1752.0,0,prototype,40,2,2,2,2,0.5,med
2012,115,17,2,1,0,0.0,2457.0,1,prototype,41,1,1,1,1,0.5,med
2013,115,18,2,1,0,0.0,1347.0,1,prototype,42,1,1,1,1,0.5,med
2014,115,19,2,5,1,1.0,1033.0,1,exception,43,2,1,1,2,0.5,med
2015,115,20,2,3,0,0.0,1187.0,1,rule follower,44,1,1,2,1,0.5,med
2016,115,21,2,1,0,0.0,1295.0,1,prototype,45,1,1,1,1,0.5,med
2017,115,22,2,8,1,1.0,739.0,1,prototype,46,2,2,2,2,0.5,med
2018,115,23,2,1,0,0.0,977.0,1,prototype,47,1,1,1,1,0.5,med
2019,115,24,2,8,1,1.0,1693.0,1,prototype,48,2,2,2,2,0.5,med
2116,116,1,1,8,1,1.0,779.0,1,prototype,1,2,2,2,2,0.625,high
2117,116,2,1,8,1,1.0,902.0,1,prototype,2,2,2,2,2,0.625,high
2118,116,3,1,1,0,1.0,1138.0,0,prototype,3,1,1,1,1,0.625,high
2119,116,4,1,8,1,1.0,1120.0,1,prototype,4,2,2,2,2,0.625,high
2120,116,5,1,3,0,1.0,1486.0,0,rule follower,5,2,1,1,1,0.625,high
2121,116,6,1,6,0,0.0,1010.0,1,exception,6,1,2,2,1,0.625,high
2122,116,7,1,8,1,0.0,1426.0,0,prototype,7,2,2,2,2,0.625,high
2123,116,8,1,7,1,0.0,2156.0,0,rule follower,8,2,2,1,2,0.625,high
2124,116,9,1,4,1,1.0,1525.0,1,rule follower,9,2,1,2,2,0.625,high
2125,116,10,1,8,1,0.0,2033.0,0,prototype,10,2,2,2,2,0.625,high
2126,116,11,1,2,0,0.0,917.0,1,rule follower,11,1,1,2,1,0.625,high
2127,116,12,1,8,1,1.0,1786.0,1,prototype,12,2,2,2,2,0.625,high
2128,116,13,1,1,0,0.0,1054.0,1,prototype,13,1,1,1,1,0.625,high
2129,116,14,1,2,0,0.0,1081.0,1,rule follower,14,1,1,2,1,0.625,high
2130,116,15,1,6,0,0.0,1375.0,1,exception,15,1,2,2,1,0.625,high
2131,116,16,1,1,0,0.0,787.0,1,prototype,16,1,1,1,1,0.625,high
2132,116,17,1,1,0,0.0,812.0,1,prototype,17,1,1,1,1,0.625,high
2133,116,18,1,5,1,0.0,1209.0,0,exception,18,1,2,1,2,0.625,high
2134,116,19,1,7,1,1.0,1640.0,1,rule follower,19,2,2,1,2,0.625,high
2135,116,20,1,1,0,0.0,1987.0,1,prototype,20,1,1,1,1,0.625,high
2136,116,21,1,3,0,0.0,1636.0,1,rule follower,21,2,1,1,1,0.625,high
2137,116,22,1,4,1,1.0,1231.0,1,rule follower,22,2,1,2,2,0.625,high
2138,116,23,1,5,1,0.0,1025.0,0,exception,23,1,2,1,2,0.625,high
2139,116,24,1,1,0,0.0,1785.0,1,prototype,24,1,1,1,1,0.625,high
2140,116,1,2,3,0,1.0,1985.0,0,rule follower,25,2,1,1,1,0.625,high
2141,116,2,2,8,1,1.0,1671.0,1,prototype,26,2,2,2,2,0.625,high
2142,116,3,2,4,1,0.0,2460.0,0,rule follower,27,2,1,2,2,0.625,high
2143,116,4,2,1,0,0.0,1690.0,1,prototype,28,1,1,1,1,0.625,high
2144,116,5,2,1,0,0.0,1857.0,1,prototype,29,1,1,1,1,0.625,high
2145,116,6,2,8,1,1.0,1395.0,1,prototype,30,2,2,2,2,0.625,high
2146,116,7,2,7,1,0.0,1580.0,0,rule follower,31,2,2,1,2,0.625,high
2147,116,8,2,3,0,1.0,1668.0,0,rule follower,32,2,1,1,1,0.625,high
2148,116,9,2,6,0,0.0,1863.0,1,exception,33,1,2,2,1,0.625,high
2149,116,10,2,1,0,0.0,2142.0,1,prototype,34,1,1,1,1,0.625,high
2150,116,11,2,4,1,1.0,2089.0,1,rule follower,35,2,1,2,2,0.625,high
2151,116,12,2,8,1,0.0,1758.0,0,prototype,36,2,2,2,2,0.625,high
2152,116,13,2,1,0,1.0,2254.0,0,prototype,37,1,1,1,1,0.625,high
2153,116,14,2,6,0,0.0,1473.0,1,exception,38,1,2,2,1,0.625,high
2154,116,15,2,2,0,1.0,2508.0,0,rule follower,39,1,1,2,1,0.625,high
2155,116,16,2,8,1,1.0,1473.0,1,prototype,40,2,2,2,2,0.625,high
2156,116,17,2,5,1,0.0,1007.0,0,exception,41,1,2,1,2,0.625,high
2157,116,18,2,1,0,1.0,1653.0,0,prototype,42,1,1,1,1,0.625,high
2158,116,19,2,2,0,0.0,1601.0,1,rule follower,43,1,1,2,1,0.625,high
2159,116,20,2,7,1,1.0,1445.0,1,rule follower,44,2,2,1,2,0.625,high
2160,116,21,2,8,1,1.0,1664.0,1,prototype,45,2,2,2,2,0.625,high
2161,116,22,2,1,0,1.0,2103.0,0,prototype,46,1,1,1,1,0.625,high
2162,116,23,2,8,1,1.0,2052.0,1,prototype,47,2,2,2,2,0.625,high
2163,116,24,2,5,1,0.0,1959.0,0,exception,48,1,2,1,2,0.625,high
2260,117,1,1,3,0,,,0,rule follower,1,1,2,1,1,0.0,low
2261,117,2,1,7,1,,,0,rule follower,2,1,2,2,2,0.0,low
2262,117,3,1,2,0,,,0,rule follower,3,2,1,1,1,0.0,low
2263,117,4,1,8,1,,,0,prototype,4,2,2,2,2,0.0,low
2264,117,5,1,5,1,,,0,exception,5,1,1,2,2,0.0,low
2265,117,6,1,8,1,,,0,prototype,6,2,2,2,2,0.0,low
2266,117,7,1,1,0,,,0,prototype,7,1,1,1,1,0.0,low
2267,117,8,1,3,0,,,0,rule follower,8,1,2,1,1,0.0,low
2268,117,9,1,8,1,,,0,prototype,9,2,2,2,2,0.0,low
2269,117,10,1,5,1,,,0,exception,10,1,1,2,2,0.0,low
2270,117,11,1,4,1,,,0,rule follower,11,2,2,1,2,0.0,low
2271,117,12,1,6,0,,,0,exception,12,2,1,2,1,0.0,low
2272,117,13,1,8,1,,,0,prototype,13,2,2,2,2,0.0,low
2273,117,14,1,2,0,,,0,rule follower,14,2,1,1,1,0.0,low
2274,117,15,1,4,1,,,0,rule follower,15,2,2,1,2,0.0,low
2275,117,16,1,8,1,,,0,prototype,16,2,2,2,2,0.0,low
2276,117,17,1,1,0,,,0,prototype,17,1,1,1,1,0.0,low
2277,117,18,1,8,1,,,0,prototype,18,2,2,2,2,0.0,low
2278,117,19,1,1,0,,,0,prototype,19,1,1,1,1,0.0,low
2279,117,20,1,6,0,,,0,exception,20,2,1,2,1,0.0,low
2280,117,21,1,1,0,,,0,prototype,21,1,1,1,1,0.0,low
2281,117,22,1,1,0,,,0,prototype,22,1,1,1,1,0.0,low
2282,117,23,1,1,0,,,0,prototype,23,1,1,1,1,0.0,low
2283,117,24,1,7,1,,,0,rule follower,24,1,2,2,2,0.0,low
2284,117,1,2,4,1,,,0,rule follower,25,2,2,1,2,0.0,low
2285,117,2,2,8,1,,,0,prototype,26,2,2,2,2,0.0,low
2286,117,3,2,6,0,,,0,exception,27,2,1,2,1,0.0,low
2287,117,4,2,4,1,,,0,rule follower,28,2,2,1,2,0.0,low
2288,117,5,2,8,1,,,0,prototype,29,2,2,2,2,0.0,low
2289,117,6,2,7,1,,,0,rule follower,30,1,2,2,2,0.0,low
2290,117,7,2,1,0,,,0,prototype,31,1,1,1,1,0.0,low
2291,117,8,2,1,0,,,0,prototype,32,1,1,1,1,0.0,low
2292,117,9,2,7,1,,,0,rule follower,33,1,2,2,2,0.0,low
2293,117,10,2,6,0,,,0,exception,34,2,1,2,1,0.0,low
2294,117,11,2,8,1,,,0,prototype,35,2,2,2,2,0.0,low
2295,117,12,2,1,0,,,0,prototype,36,1,1,1,1,0.0,low
2296,117,13,2,1,0,,,0,prototype,37,1,1,1,1,0.0,low
2297,117,14,2,5,1,,,0,exception,38,1,1,2,2,0.0,low
2298,117,15,2,1,0,,,0,prototype,39,1,1,1,1,0.0,low
2299,117,16,2,8,1,,,0,prototype,40,2,2,2,2,0.0,low
2300,117,17,2,2,0,,,0,rule follower,41,2,1,1,1,0.0,low
2301,117,18,2,8,1,,,0,prototype,42,2,2,2,2,0.0,low
2302,117,19,2,1,0,,,0,prototype,43,1,1,1,1,0.0,low
2303,117,20,2,8,1,,,0,prototype,44,2,2,2,2,0.0,low
2304,117,21,2,2,0,,,0,rule follower,45,2,1,1,1,0.0,low
2305,117,22,2,3,0,,,0,rule follower,46,1,2,1,1,0.0,low
2306,117,23,2,5,1,,,0,exception,47,1,1,2,2,0.0,low
2307,117,24,2,3,0,,,0,rule follower,48,1,2,1,1,0.0,low
2404,119,1,1,8,1,,,0,prototype,1,2,2,2,2,0.125,low
2405,119,2,1,2,0,,,0,rule follower,2,2,1,1,1,0.125,low
2406,119,3,1,1,0,,,0,prototype,3,1,1,1,1,0.125,low
2407,119,4,1,1,0,,,0,prototype,4,1,1,1,1,0.125,low
2408,119,5,1,8,1,,,0,prototype,5,2,2,2,2,0.125,low
2409,119,6,1,6,0,,,0,exception,6,2,1,2,1,0.125,low
2410,119,7,1,8,1,,,0,prototype,7,2,2,2,2,0.125,low
2411,119,8,1,3,0,,,0,rule follower,8,1,2,1,1,0.125,low
2412,119,9,1,1,0,,,0,prototype,9,1,1,1,1,0.125,low
2413,119,10,1,1,0,,,0,prototype,10,1,1,1,1,0.125,low
2414,119,11,1,1,0,,,0,prototype,11,1,1,1,1,0.125,low
2415,119,12,1,4,1,,,0,rule follower,12,2,2,1,2,0.125,low
2416,119,13,1,5,1,,,0,exception,13,1,1,2,2,0.125,low
2417,119,14,1,7,1,,,0,rule follower,14,1,2,2,2,0.125,low
2418,119,15,1,7,1,0.0,1406.0,0,rule follower,15,1,2,2,2,0.125,low
2419,119,16,1,2,0,1.0,917.0,0,rule follower,16,2,1,1,1,0.125,low
2420,119,17,1,8,1,1.0,1358.0,1,prototype,17,2,2,2,2,0.125,low
2421,119,18,1,6,0,,,0,exception,18,2,1,2,1,0.125,low
2422,119,19,1,1,0,,,0,prototype,19,1,1,1,1,0.125,low
2423,119,20,1,3,0,,,0,rule follower,20,1,2,1,1,0.125,low
2424,119,21,1,8,1,1.0,1166.0,1,prototype,21,2,2,2,2,0.125,low
2425,119,22,1,5,1,0.0,1625.0,0,exception,22,1,1,2,2,0.125,low
2426,119,23,1,4,1,1.0,1166.0,1,rule follower,23,2,2,1,2,0.125,low
2427,119,24,1,8,1,1.0,1229.0,1,prototype,24,2,2,2,2,0.125,low
2428,119,1,2,8,1,1.0,1012.0,1,prototype,25,2,2,2,2,0.125,low
2429,119,2,2,8,1,0.0,2298.0,0,prototype,26,2,2,2,2,0.125,low
2430,119,3,2,4,1,1.0,1870.0,1,rule follower,27,2,2,1,2,0.125,low
2431,119,4,2,6,0,1.0,1117.0,0,exception,28,2,1,2,1,0.125,low
2432,119,5,2,8,1,0.0,2017.0,0,prototype,29,2,2,2,2,0.125,low
2433,119,6,2,5,1,0.0,1107.0,0,exception,30,1,1,2,2,0.125,low
2434,119,7,2,2,0,1.0,1280.0,0,rule follower,31,2,1,1,1,0.125,low
2435,119,8,2,8,1,0.0,2538.0,0,prototype,32,2,2,2,2,0.125,low
2436,119,9,2,5,1,1.0,2245.0,1,exception,33,1,1,2,2,0.125,low
2437,119,10,2,8,1,1.0,1338.0,1,prototype,34,2,2,2,2,0.125,low
2438,119,11,2,3,0,1.0,1064.0,0,rule follower,35,1,2,1,1,0.125,low
2439,119,12,2,4,1,1.0,1170.0,1,rule follower,36,2,2,1,2,0.125,low
2440,119,13,2,8,1,,,0,prototype,37,2,2,2,2,0.125,low
2441,119,14,2,7,1,1.0,1385.0,1,rule follower,38,1,2,2,2,0.125,low
2442,119,15,2,7,1,1.0,1549.0,1,rule follower,39,1,2,2,2,0.125,low
2443,119,16,2,1,0,0.0,1663.0,1,prototype,40,1,1,1,1,0.125,low
2444,119,17,2,2,0,1.0,1292.0,0,rule follower,41,2,1,1,1,0.125,low
2445,119,18,2,1,0,1.0,1053.0,0,prototype,42,1,1,1,1,0.125,low
2446,119,19,2,1,0,1.0,1220.0,0,prototype,43,1,1,1,1,0.125,low
2447,119,20,2,1,0,1.0,952.0,0,prototype,44,1,1,1,1,0.125,low
2448,119,21,2,1,0,0.0,2235.0,1,prototype,45,1,1,1,1,0.125,low
2449,119,22,2,6,0,1.0,2139.0,0,exception,46,2,1,2,1,0.125,low
2450,119,23,2,3,0,1.0,1393.0,0,rule follower,47,1,2,1,1,0.125,low
2451,119,24,2,1,0,0.0,2056.0,1,prototype,48,1,1,1,1,0.125,low
2548,120,1,1,1,0,1.0,2167.0,0,prototype,1,1,1,1,1,0.5,med
2549,120,2,1,6,0,,,0,exception,2,2,2,1,1,0.5,med
2550,120,3,1,7,1,0.0,2466.0,0,rule follower,3,1,2,2,2,0.5,med
2551,120,4,1,1,0,1.0,2550.0,0,prototype,4,1,1,1,1,0.5,med
2552,120,5,1,2,0,0.0,1431.0,1,rule follower,5,2,1,1,1,0.5,med
2553,120,6,1,6,0,1.0,1340.0,0,exception,6,2,2,1,1,0.5,med
2554,120,7,1,8,1,0.0,1584.0,0,prototype,7,2,2,2,2,0.5,med
2555,120,8,1,8,1,1.0,1356.0,1,prototype,8,2,2,2,2,0.5,med
2556,120,9,1,8,1,1.0,1514.0,1,prototype,9,2,2,2,2,0.5,med
2557,120,10,1,1,0,0.0,1188.0,1,prototype,10,1,1,1,1,0.5,med
2558,120,11,1,3,0,0.0,1117.0,1,rule follower,11,1,1,2,1,0.5,med
2559,120,12,1,5,1,0.0,1190.0,0,exception,12,1,2,1,2,0.5,med
2560,120,13,1,4,1,1.0,2134.0,1,rule follower,13,2,1,2,2,0.5,med
2561,120,14,1,5,1,0.0,1387.0,0,exception,14,1,2,1,2,0.5,med
2562,120,15,1,8,1,1.0,1513.0,1,prototype,15,2,2,2,2,0.5,med
2563,120,16,1,3,0,1.0,1327.0,0,rule follower,16,1,1,2,1,0.5,med
2564,120,17,1,7,1,0.0,1469.0,0,rule follower,17,1,2,2,2,0.5,med
2565,120,18,1,8,1,1.0,1306.0,1,prototype,18,2,2,2,2,0.5,med
2566,120,19,1,1,0,0.0,1501.0,1,prototype,19,1,1,1,1,0.5,med
2567,120,20,1,1,0,1.0,1421.0,0,prototype,20,1,1,1,1,0.5,med
2568,120,21,1,1,0,0.0,901.0,1,prototype,21,1,1,1,1,0.5,med
2569,120,22,1,2,0,1.0,635.0,0,rule follower,22,2,1,1,1,0.5,med
2570,120,23,1,8,1,0.0,840.0,0,prototype,23,2,2,2,2,0.5,med
2571,120,24,1,4,1,1.0,1031.0,1,rule follower,24,2,1,2,2,0.5,med
2572,120,1,2,1,0,1.0,1045.0,0,prototype,25,1,1,1,1,0.5,med
2573,120,2,2,5,1,1.0,669.0,1,exception,26,1,2,1,2,0.5,med
2574,120,3,2,5,1,1.0,604.0,1,exception,27,1,2,1,2,0.5,med
2575,120,4,2,6,0,1.0,572.0,0,exception,28,2,2,1,1,0.5,med
2576,120,5,2,8,1,1.0,698.0,1,prototype,29,2,2,2,2,0.5,med
2577,120,6,2,1,0,0.0,667.0,1,prototype,30,1,1,1,1,0.5,med
2578,120,7,2,1,0,0.0,1085.0,1,prototype,31,1,1,1,1,0.5,med
2579,120,8,2,2,0,1.0,616.0,0,rule follower,32,2,1,1,1,0.5,med
2580,120,9,2,3,0,0.0,892.0,1,rule follower,33,1,1,2,1,0.5,med
2581,120,10,2,4,1,0.0,613.0,0,rule follower,34,2,1,2,2,0.5,med
2582,120,11,2,8,1,1.0,443.0,1,prototype,35,2,2,2,2,0.5,med
2583,120,12,2,7,1,1.0,452.0,1,rule follower,36,1,2,2,2,0.5,med
2584,120,13,2,3,0,0.0,556.0,1,rule follower,37,1,1,2,1,0.5,med
2585,120,14,2,1,0,0.0,658.0,1,prototype,38,1,1,1,1,0.5,med
2586,120,15,2,6,0,1.0,406.0,0,exception,39,2,2,1,1,0.5,med
2587,120,16,2,8,1,1.0,687.0,1,prototype,40,2,2,2,2,0.5,med
2588,120,17,2,1,0,0.0,745.0,1,prototype,41,1,1,1,1,0.5,med
2589,120,18,2,8,1,1.0,763.0,1,prototype,42,2,2,2,2,0.5,med
2590,120,19,2,8,1,1.0,508.0,1,prototype,43,2,2,2,2,0.5,med
2591,120,20,2,1,0,0.0,604.0,1,prototype,44,1,1,1,1,0.5,med
2592,120,21,2,7,1,1.0,528.0,1,rule follower,45,1,2,2,2,0.5,med
2593,120,22,2,2,0,0.0,604.0,1,rule follower,46,2,1,1,1,0.5,med
2594,120,23,2,4,1,0.0,688.0,0,rule follower,47,2,1,2,2,0.5,med
2595,120,24,2,8,1,1.0,544.0,1,prototype,48,2,2,2,2,0.5,med
2692,121,1,1,8,1,1.0,912.0,1,prototype,1,2,2,2,2,0.5,med
2693,121,2,1,3,0,0.0,724.0,1,rule follower,2,1,2,1,1,0.5,med
2694,121,3,1,1,0,,,0,prototype,3,1,1,1,1,0.5,med
2695,121,4,1,2,0,,,0,rule follower,4,1,1,2,1,0.5,med
2696,121,5,1,7,1,0.0,1083.0,0,rule follower,5,2,2,1,2,0.5,med
2697,121,6,1,8,1,0.0,905.0,0,prototype,6,2,2,2,2,0.5,med
2698,121,7,1,3,0,0.0,1742.0,1,rule follower,7,1,2,1,1,0.5,med
2699,121,8,1,8,1,1.0,1054.0,1,prototype,8,2,2,2,2,0.5,med
2700,121,9,1,5,1,1.0,940.0,1,exception,9,2,1,1,2,0.5,med
2701,121,10,1,1,0,0.0,789.0,1,prototype,10,1,1,1,1,0.5,med
2702,121,11,1,1,0,0.0,789.0,1,prototype,11,1,1,1,1,0.5,med
2703,121,12,1,8,1,1.0,622.0,1,prototype,12,2,2,2,2,0.5,med
2704,121,13,1,6,0,1.0,892.0,0,exception,13,2,1,2,1,0.5,med
2705,121,14,1,4,1,0.0,1188.0,0,rule follower,14,1,2,2,2,0.5,med
2706,121,15,1,2,0,1.0,1078.0,0,rule follower,15,1,1,2,1,0.5,med
2707,121,16,1,1,0,0.0,740.0,1,prototype,16,1,1,1,1,0.5,med
2708,121,17,1,6,0,,,0,exception,17,2,1,2,1,0.5,med
2709,121,18,1,5,1,1.0,1039.0,1,exception,18,2,1,1,2,0.5,med
2710,121,19,1,8,1,1.0,1261.0,1,prototype,19,2,2,2,2,0.5,med
2711,121,20,1,1,0,0.0,1164.0,1,prototype,20,1,1,1,1,0.5,med
2712,121,21,1,4,1,0.0,1343.0,0,rule follower,21,1,2,2,2,0.5,med
2713,121,22,1,7,1,1.0,1423.0,1,rule follower,22,2,2,1,2,0.5,med
2714,121,23,1,8,1,0.0,1398.0,0,prototype,23,2,2,2,2,0.5,med
2715,121,24,1,1,0,0.0,1231.0,1,prototype,24,1,1,1,1,0.5,med
2716,121,1,2,1,0,0.0,1209.0,1,prototype,25,1,1,1,1,0.5,med
2717,121,2,2,8,1,1.0,935.0,1,prototype,26,2,2,2,2,0.5,med
2718,121,3,2,8,1,1.0,1187.0,1,prototype,27,2,2,2,2,0.5,med
2719,121,4,2,4,1,0.0,933.0,0,rule follower,28,1,2,2,2,0.5,med
2720,121,5,2,1,0,1.0,1500.0,0,prototype,29,1,1,1,1,0.5,med
2721,121,6,2,6,0,1.0,1241.0,0,exception,30,2,1,2,1,0.5,med
2722,121,7,2,8,1,1.0,1276.0,1,prototype,31,2,2,2,2,0.5,med
2723,121,8,2,6,0,1.0,1622.0,0,exception,32,2,1,2,1,0.5,med
2724,121,9,2,3,0,0.0,913.0,1,rule follower,33,1,2,1,1,0.5,med
2725,121,10,2,7,1,1.0,1191.0,1,rule follower,34,2,2,1,2,0.5,med
2726,121,11,2,4,1,0.0,1363.0,0,rule follower,35,1,2,2,2,0.5,med
2727,121,12,2,1,0,0.0,1560.0,1,prototype,36,1,1,1,1,0.5,med
2728,121,13,2,1,0,1.0,1574.0,0,prototype,37,1,1,1,1,0.5,med
2729,121,14,2,5,1,1.0,1616.0,1,exception,38,2,1,1,2,0.5,med
2730,121,15,2,3,0,0.0,1697.0,1,rule follower,39,1,2,1,1,0.5,med
2731,121,16,2,2,0,0.0,1500.0,1,rule follower,40,1,1,2,1,0.5,med
2732,121,17,2,1,0,0.0,1472.0,1,prototype,41,1,1,1,1,0.5,med
2733,121,18,2,8,1,1.0,1424.0,1,prototype,42,2,2,2,2,0.5,med
2734,121,19,2,8,1,1.0,1311.0,1,prototype,43,2,2,2,2,0.5,med
2735,121,20,2,2,0,0.0,1294.0,1,rule follower,44,1,1,2,1,0.5,med
2736,121,21,2,1,0,0.0,1239.0,1,prototype,45,1,1,1,1,0.5,med
2737,121,22,2,7,1,1.0,1363.0,1,rule follower,46,2,2,1,2,0.5,med
2738,121,23,2,5,1,1.0,803.0,1,exception,47,2,1,1,2,0.5,med
2739,121,24,2,8,1,1.0,1297.0,1,prototype,48,2,2,2,2,0.5,med
2836,122,1,1,8,1,1.0,1559.0,1,prototype,1,2,2,2,2,0.5,med
2837,122,2,1,8,1,1.0,994.0,1,prototype,2,2,2,2,2,0.5,med
2838,122,3,1,6,0,1.0,1480.0,0,exception,3,2,2,1,1,0.5,med
2839,122,4,1,8,1,1.0,2203.0,1,prototype,4,2,2,2,2,0.5,med
2840,122,5,1,4,1,0.0,1215.0,0,rule follower,5,1,2,2,2,0.5,med
2841,122,6,1,1,0,1.0,2044.0,0,prototype,6,1,1,1,1,0.5,med
2842,122,7,1,7,1,,,0,rule follower,7,2,1,2,2,0.5,med
2843,122,8,1,2,0,0.0,1743.0,1,rule follower,8,1,2,1,1,0.5,med
2844,122,9,1,5,1,0.0,2600.0,0,exception,9,2,1,1,2,0.5,med
2845,122,10,1,1,0,0.0,2213.0,1,prototype,10,1,1,1,1,0.5,med
2846,122,11,1,8,1,,,0,prototype,11,2,2,2,2,0.5,med
2847,122,12,1,2,0,1.0,1189.0,0,rule follower,12,1,2,1,1,0.5,med
2848,122,13,1,1,0,0.0,927.0,1,prototype,13,1,1,1,1,0.5,med
2849,122,14,1,8,1,1.0,1543.0,1,prototype,14,2,2,2,2,0.5,med
2850,122,15,1,1,0,0.0,1550.0,1,prototype,15,1,1,1,1,0.5,med
2851,122,16,1,3,0,1.0,1522.0,0,rule follower,16,1,1,2,1,0.5,med
2852,122,17,1,5,1,1.0,672.0,1,exception,17,2,1,1,2,0.5,med
2853,122,18,1,8,1,1.0,1230.0,1,prototype,18,2,2,2,2,0.5,med
2854,122,19,1,1,0,0.0,1759.0,1,prototype,19,1,1,1,1,0.5,med
2855,122,20,1,3,0,0.0,1205.0,1,rule follower,20,1,1,2,1,0.5,med
2856,122,21,1,1,0,0.0,1159.0,1,prototype,21,1,1,1,1,0.5,med
2857,122,22,1,7,1,1.0,648.0,1,rule follower,22,2,1,2,2,0.5,med
2858,122,23,1,6,0,1.0,595.0,0,exception,23,2,2,1,1,0.5,med
2859,122,24,1,4,1,0.0,905.0,0,rule follower,24,1,2,2,2,0.5,med
2860,122,1,2,1,0,0.0,919.0,1,prototype,25,1,1,1,1,0.5,med
2861,122,2,2,8,1,1.0,637.0,1,prototype,26,2,2,2,2,0.5,med
2862,122,3,2,1,0,0.0,590.0,1,prototype,27,1,1,1,1,0.5,med
2863,122,4,2,2,0,0.0,655.0,1,rule follower,28,1,2,1,1,0.5,med
2864,122,5,2,8,1,1.0,585.0,1,prototype,29,2,2,2,2,0.5,med
2865,122,6,2,8,1,1.0,667.0,1,prototype,30,2,2,2,2,0.5,med
2866,122,7,2,5,1,1.0,713.0,1,exception,31,2,1,1,2,0.5,med
2867,122,8,2,8,1,1.0,564.0,1,prototype,32,2,2,2,2,0.5,med
2868,122,9,2,1,0,0.0,547.0,1,prototype,33,1,1,1,1,0.5,med
2869,122,10,2,7,1,1.0,956.0,1,rule follower,34,2,1,2,2,0.5,med
2870,122,11,2,4,1,0.0,1064.0,0,rule follower,35,1,2,2,2,0.5,med
2871,122,12,2,7,1,1.0,1572.0,1,rule follower,36,2,1,2,2,0.5,med
2872,122,13,2,6,0,1.0,1712.0,0,exception,37,2,2,1,1,0.5,med
2873,122,14,2,1,0,0.0,1089.0,1,prototype,38,1,1,1,1,0.5,med
2874,122,15,2,3,0,0.0,1901.0,1,rule follower,39,1,1,2,1,0.5,med
2875,122,16,2,5,1,1.0,1370.0,1,exception,40,2,1,1,2,0.5,med
2876,122,17,2,1,0,0.0,731.0,1,prototype,41,1,1,1,1,0.5,med
2877,122,18,2,1,0,0.0,858.0,1,prototype,42,1,1,1,1,0.5,med
2878,122,19,2,8,1,1.0,712.0,1,prototype,43,2,2,2,2,0.5,med
2879,122,20,2,6,0,0.0,650.0,1,exception,44,2,2,1,1,0.5,med
2880,122,21,2,2,0,0.0,770.0,1,rule follower,45,1,2,1,1,0.5,med
2881,122,22,2,8,1,1.0,1147.0,1,prototype,46,2,2,2,2,0.5,med
